개방서비스명,소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보(x),좌표정보(y)
동물병원,02-899-7580,경기도 광명시 일직동 510-8 골드스타빌딩 205호,"경기도 광명시 신기로 7, 골드스타빌딩 205호 (일직동)",14344,아이튼튼 동물병원,189527.6415,435394.6372
동물병원,,제주특별자치도 제주시 조천읍 신촌리 2549번지,제주특별자치도 제주시 조천읍 신촌3길 15-4,63337,제주 현 동물병원,164449.0689,4286.177675
동물병원,064-725-7577,제주특별자치도 제주시 이도이동 1994-4,"제주특별자치도 제주시 남광로 20, 1층 (이도이동)",63231,한라동물의료센터,157009.7946,-298.4625321
동물병원,051-583-7575,부산광역시 금정구 부곡동 889-7,"부산광역시 금정구 부곡로 3, 1~2층 (부곡동)",46311,에이치동물메디컬센터,389902.9114,192926.6937
동물병원,,충청남도 논산시 부적면 덕평리 35-10,충청남도 논산시 부적면 백일헌로 19,32914,NS대흥동물병원,212865.6251,301531.5796
동물병원,02-2213-0075,서울특별시 동대문구 장안동 435-6번지,"서울특별시 동대문구 장한로 44, 1층 (장안동)",2643,아인스동물병원,205883.9948,451422.9783
동물병원,,경기도 이천시 모가면 진가리 67-4,경기도 이천시 모가면 진상미로 1253,17408,든든동물병원「산업동물 출장진료 전문」,242527.413,407468.666
동물병원,556-8575,대구광역시 서구 내당동 245-16번지,대구광역시 서구 서대구로 37 (내당동),41851,삼성동물병원,340499.011,263470.6495
동물병원,,경기도 평택시 청북읍 현곡리 250 청북상가,"경기도 평택시 청북읍 청원로 45, 중앙빌딩",17811,마리동물의료센터 경기남부 분원(출장진료 전문),194476.3296,393248.4543
동물병원,031-396-8275,경기도 안양시 동안구 관양동 900-9,경기도 안양시 동안구 시민대로 370 (관양동),14058,안양본동물의료센터,197413.825,432617.7275
동물병원,02-2135-6575,서울특별시 송파구 가락동 479 헬리오시티,"서울특별시 송파구 송파대로 345, 3B동 28,29호 (가락동, 헬리오시티)",5698,헬리오동물병원,209412.1978,443928.7833
동물병원,,경상북도 경산시 정평동 187-7번지,"경상북도 경산시 성동로 11, 1층 (정평동)",38653,오월의 동물병원,355812.998,260861.8255
동물병원,,경기도 파주시 동패동 1981-1 401호,"경기도 파주시 동패로7번길 66, 401호 (동패동)",10903,또바기,176547.4968,467507.0115
동물병원,,세종특별자치시 조치원읍 명리 67-17,"세종특별자치시 조치원읍 장안로 27, 2층",30026,이병훈동물병원,226926.4557,344266.9609
동물병원,064-787-7582,제주특별자치도 서귀포시 표선면 표선리 1867,제주특별자치도 서귀포시 표선면 번영로 3510,63628,표선동물병원,183927.4557,-17822.82507
동물병원,041-558-8875,충청남도 아산시 배방읍 장재리 1757,"충청남도 아산시 배방읍 광장로 181, 빅토리아빌 104호",31470,우린동물병원,209316.5947,366215.6561
동물병원,064-764-1050,제주특별자치도 서귀포시 남원읍 남원리 100-2번지 민생약국,"제주특별자치도 서귀포시 남원읍 태위로 687, 민생약국",63621,남원동물병원,173830.6076,-24023.77123
동물병원,042-546-7588,대전광역시 서구 관저동 1952-3번지 101-1호,"대전광역시 서구 관저로 27, 101-1호 (관저동)",35370,대전본동물병원,229222.6689,310717.0019
동물병원,031-372-8333,경기도 오산시 궐동 632-2번지,"경기도 오산시 궐리사로 69, 구마빌딩 101호 (궐동)",18120,튼튼동물병원,205273.6372,406347.1941
동물병원,031-272-8575,"경기도 용인시 수지구 성복동 167번지 KCC스위첸 1층 111, 112호","경기도 용인시 수지구 성복1로 62, 1층 111, 112호 (성복동, KCC스위첸)",16852,수지성복SL동물병원,206405.9809,423687.2205
동물병원,055-355-7582,경상남도 밀양시 삼문동 714-7번지,"경상남도 밀양시 미리벌중앙로8길 2, 2층 (삼문동)",50434,밀양동물메디컬센터,358561.5033,221983.3121
동물병원,612737582,전라남도 목포시 용당동 1079-1번지,전라남도 목포시 용당로 223 (용당동),58650,목포동물병원,144855.3922,145518.8299
동물병원,051-894-1202,부산광역시 부산진구 가야동 143-48번지,"부산광역시 부산진구 가야대로 517, 윤정빌딩 (가야동)",47270,보듬 동물병원,384774.7988,185717.1296
동물병원,031-497-4479,경기도 시흥시 정왕동 2515 배곧프라자,"경기도 시흥시 서울대학로278번길 19-14, 배곧프라자 1층 115호 (정왕동)",15010,내친구동물병원,175894.0792,429822.5527
동물병원,,경기도 성남시 수정구 신흥동 2475,"경기도 성남시 수정구 산성대로 309, 2층,3층 (신흥동)",13354,휴동물의료센터,213290.3278,437832.9866
동물병원,,경기도 성남시 수정구 창곡동 513 에이플타워,"경기도 성남시 수정구 위례동로 153, 에이플타워 205호 (창곡동)",13642,365동물병원위례점,213196.788,441267.846
동물병원,,전라남도 보성군 복내면 복내리 435-21,전라남도 보성군 복내면 개기로 1666-6,59405,북부동물병원,211903.0604,154965.2128
동물병원,02-971-5955,서울특별시 노원구 공릉동 596-5,"서울특별시 노원구 동일로 1014, 1층, 2층 (공릉동)",1848,골드퍼피동물병원 공릉점,206546.7347,457584.8358
동물병원,02-812-7585,서울특별시 동작구 상도1동 623,서울특별시 동작구 양녕로 277-1 (상도1동),6919,품 동물의료센터,195455.8205,444687.3629
동물병원,044-867-2727,세종특별자치시 나성동 738 세종포레뷰1,"세종특별자치시 한누리대로 287, 세종포레뷰1 202~204호 (나성동)",30127,우리아이동물메디컬센터,222878.2585,332117.5623
동물병원,02-381-2475,경기도 고양시 덕양구 삼송동 291 힐스테이트 삼송역,"경기도 고양시 덕양구 동송로 70, 힐스테이트 삼송역 221,227~231호 (삼송동)",10591,24시 라인동물의료센터,190815.458,461119.3423
동물병원,054-251-8275,경상북도 포항시 북구 장성동 1494-1,"경상북도 포항시 북구 신덕로 281, 1층 (장성동)",37579,리봄동물의료센터,414783.3482,290171.6157
동물병원,02-561-3375,서울특별시 강남구 역삼동 838-9 거암빌딩,"서울특별시 강남구 도곡로 115, 거암빌딩 2층 (역삼동)",6253,아이힐 동물병원,202847.7975,443115.1296
동물병원,031-897-7577,경기도 용인시 수지구 죽전동 1189-1번지 베스트프라자 2층,"경기도 용인시 수지구 현암로 135, 베스트프라자 2층 (죽전동)",16876,서울앤탑 동물병원,210956.3322,425555.734
동물병원,783-1717,대구광역시 서구 중리동 1136-158번지,대구광역시 서구 와룡로66길 64 (중리동),41843,젠틀펫동물병원,339446.6655,263518.4297
동물병원,02-878-9978,서울특별시 관악구 봉천동 1612-1번지,"서울특별시 관악구 봉천로 520, 3층 (봉천동)",8789,봉천현대동물병원,196011.0037,441917.1873
동물병원,374-0325,전라남도 화순군 화순읍 향청리 56-5번지,전라남도 화순군 화순읍 중앙로 43-1,58118,남산동물병원,198682.2038,173509.7509
동물병원,,경기도 파주시 아동동 296-11,"경기도 파주시 경의로 1813, 2층 203호 (아동동)",10853,수민동물병원,180215.3095,474072.6144
동물병원,031-767-7588,경기도 광주시 경안동 96-6,경기도 광주시 파발로 161-1 (경안동),12755,모란동물병원,222305.7379,434716.9932
동물병원,041-414-7582,충청남도 천안시 동남구 봉명동 451,"충청남도 천안시 동남구 쌍용대로 163, 2층 (봉명동)",31148,온누리동물병원(천안점),211848.1321,367871.2182
동물병원,,경상북도 상주시 신봉동 337-5,경상북도 상주시 상산로 110 (신봉동),37220,건국가축병원,303978.9603,322808.4444
동물병원,042-822-8217,대전광역시 유성구 반석동 621-5 양지타워,"대전광역시 유성구 반석로 32, 양지타워 1층 101호 (반석동)",34069,편안한 동물병원,227835.4297,321225.4936
동물병원,226627975,서울특별시 강서구 마곡동 798-14번지 205호,"서울특별시 강서구 마곡중앙1로 20, 205호 (마곡동)",7807,모모동물병원,184443.1214,450710.1779
동물병원,,경기도 시흥시 정왕동 2564 한라비발디캠퍼스2차,"경기도 시흥시 배곧1로 27-16, 제상가4동 1층 105호 (정왕동, 한라비발디캠퍼스2차)",15011,배곧도담동물병원,174692.0091,428974.1061
동물병원,,경상북도 상주시 청리면 청하리 857-1,경상북도 상주시 청리면 청리중앙로 105,37255,우리동물병원,301191.8966,315810.5587
동물병원,031-747-0406,경기도 성남시 중원구 금광동 113,"경기도 성남시 중원구 희망로 402, 지하1층 (금광동)",13192,해오름동물병원,214105.0505,437692.8186
동물병원,031-773-8275,경기도 양평군 양평읍 공흥리 731-6,경기도 양평군 양평읍 중앙로 49,12551,동물병원 산책,243689.171,443879.1751
동물병원,031-913-0649,경기도 고양시 일산서구 주엽동 105 주엽역 삼부르네상스,"경기도 고양시 일산서구 중앙로 1425, 주엽역 삼부르네상스 (주엽동)",10386,동물진료법인 쥬박스동물메디컬센터,178921.7556,462986.5479
동물병원,031-374-0275,경기도 화성시 영천동 745-12,"경기도 화성시 동탄치동천로3길 42, 1층 (영천동)",18474,쥬만지동물의료센터,210913.6214,411212.7521
동물병원,051-711-8253,부산광역시 연제구 연산동 702-10 진도사옥,"부산광역시 연제구 중앙대로 1084, 진도사옥 2~3층 (연산동)",47596,뉴로동물의료센터,389473.2815,189228.0611
동물병원,,경상북도 영양군 영양읍 서부리 189 대동빌딩,"경상북도 영양군 영양읍 옥골1길 1, 대동빌딩 3층",36538,영양동물병원(출장진료전문병원),388896.8622,353548.8767
동물병원,,경상남도 합천군 대양면 정양리 103-8,경상남도 합천군 대양면 동부로 7,50239,대야축산컨설팅,304900.9864,230488.9875
동물병원,327527515,인천광역시 중구 중산동 1873-3,"인천광역시 중구 자연대로 47, 스타타워2 101호 (중산동)",22402,영종H동물의료센터,160923.7217,443038.2785
동물병원,,부산광역시 기장군 기장읍 대라리 162-18,"부산광역시 기장군 기장읍 대청로 8, 1층",46074,힐링페츠동물병원,401207.2277,195404.0672
동물병원,319871191,경기도 김포시 고촌읍 신곡리 0,"경기도 김포시 고촌읍 태리로 293, 베스트프라자 202호",10130,위브동물의료센터,,
동물병원,031-425-8875,경기도 의왕시 내손동 643-6 내손신성프라자,"경기도 의왕시 내손로 82, 내손신성프라자 404호 (내손동)",16026,바하 고양이 병원,198150.345,431681.7163
동물병원,055-853-9101,경상남도 사천시 용현면 선진리 103-7,"경상남도 사천시 용현면 진삼로 953-6, 2동",52538,겨울나는나비 동물병원,297182.2896,171932.1793
동물병원,063-653-9007,전북특별자치도 순창군 순창읍 교성리 659-8,전북특별자치도 순창군 순창읍 경천1로 114,56049,이완섭동물병원,212902.7088,207662.8531
동물병원,,제주특별자치도 제주시 애월읍 애월리 1414-1,"제주특별자치도 제주시 애월읍 일주서로 6254-3, 1층",63044,사랑동물병원,136958.2001,-3721.700948
동물병원,652-4007,전북특별자치도 순창군 순창읍 남계리 210-3 27통1반,,,박동물병원,213023.4373,208512.889
동물병원,,경상북도 성주군 성주읍 성산리 2092-7 노블레스,"경상북도 성주군 성주읍 성주읍1길 24-1, 노블레스 1층",40030,바른길동물병원,316400.8447,269600.2628
동물병원,,대전광역시 유성구 봉명동 553-4,"대전광역시 유성구 도안대로 591, 명동프라자 205호 (봉명동)",34179,맑은눈 동물병원,230517.5634,316979.3954
동물병원,,충청남도 논산시 부적면 덕평리 35-10,충청남도 논산시 부적면 백일헌로 19,32914,수 동물병원,212865.6251,301531.5796
동물병원,031-414-1275,경기도 안산시 상록구 성포동 590 롯데마트(2층),"경기도 안산시 상록구 항가울로 422, 롯데마트 2층 (성포동)",15299,웰니스동물병원,186396.0677,423947.2364
동물병원,052-281-3567,울산광역시 남구 삼산동 1550-12,"울산광역시 남구 화합로 197, 1층 (삼산동)",44705,아너스 동물병원,412066.5328,229485.2464
동물병원,054-727-2475,경상북도 경주시 성동동 188-10,경상북도 경주시 알천남로 130(성동동),38138,경주동물메디컬센터,400089.9385,263627.1233
동물병원,,전라남도 장흥군 장흥읍 우산리 18-7,전라남도 장흥군 장흥읍 우드랜드길 175-8,59337,숲속의 동물병원,193908.2156,130272.9199
동물병원,042-710-1502,대전광역시 서구 도안동 1789,"대전광역시 서구 계백로 1159, 1층 (도안동)",35368,24시도안동물메디컬센터,231527.1997,311666.1388
동물병원,,경기도 광주시 장지동 83-13,"경기도 광주시 순암로 54, 1층 2호 (장지동)",12777,시민동물병원,221469.0146,432556.4944
동물병원,,경상남도 김해시 대청동 322-2 울트라상가,"경상남도 김해시 계동로102번길 27, 울트라상가 143호 (대청동)",50993,울트라 동물병원,363594.7628,188925.9523
동물병원,533810044,대구광역시 북구 산격동 1816,대구광역시 북구 유통단지로8길 120-13(산격동),41516,우일축산 AH,345993.7509,268599.5265
동물병원,031-213-7572,경기도 용인시 기흥구 영덕동 994-10 1층,"경기도 용인시 기흥구 흥덕2로75번길 25-3, 1층 (영덕동)",16954,동물병원 이음,206262.2975,419126.9994
동물병원,423-8275,대구광역시 중구 대봉동 195-31,"대구광역시 중구 명덕로 315, 1층 (대봉동)",41953,대구동물심장내과,344888.7939,262881.845
동물병원,,전라남도 영광군 영광읍 도동리 263-1 1호,"전라남도 영광군 영광읍 중앙로5길 2, 1층",57046,한솔동물병원,155549.9392,197511.6441
동물병원,,세종특별자치시 나성동 764 갤러리밸류시티,"세종특별자치시 한누리대로 288, 109호 (나성동, 갤러리밸류시티)",30128,나성펫동물병원,222964.6886,332133.1367
동물병원,054-931-7582,경상북도 성주군 성주읍 예산리 860,"경상북도 성주군 성주읍 성주순환로2길 41, 1층",40021,마음편한동물메디컬센터,315648.5052,270054.1556
동물병원,02-423-5755,서울특별시 강남구 일원동 743 디에이치 자이 개포,"서울특별시 강남구 영동대로 22, 5동 2층 518~519호 (일원동, 디에이치 자이 개포)",6346,나리울동물병원,206573.6482,443195.1892
동물병원,02-415-7555,서울특별시 송파구 방이동 115-4 금천빌딩,"서울특별시 송파구 오금로 185, 금천빌딩 1층 (방이동)",5642,송파 마리동물병원,210092.7364,445214.1799
동물병원,,서울특별시 송파구 송파동 122-7,"서울특별시 송파구 가락로 169, 1층 102호 (송파동)",5664,라온펫동물병원,209999.1178,444657.9255
동물병원,063-653-2002,전북특별자치도 순창군 순창읍 순화리 513-11,전북특별자치도 순창군 순창읍 금산로 28,56037,원 동물병원,212134.2808,208797.4803
동물병원,02-595-7588,서울특별시 서초구 방배동 755-5 오릭스오피스텔 202호,"서울특별시 서초구 방배중앙로 198, 오릭스오피스텔 202호 (방배동)",6552,몽마르뜨 동물병원,198660.6163,443855.5734
동물병원,749-7557,경기도 성남시 중원구 상대원동 2316,"경기도 성남시 중원구 금상로 72, 1층 (상대원동)",13232,정동물병원,214414.7308,437683.265
동물병원,053-768-7975,"대구광역시 수성구 지산동 998-3 1,2층","대구광역시 수성구 동대구로 62, 1,2층 (지산동)",42176,리온동물병원,346698.3034,260750.5076
동물병원,02-904-1004,서울특별시 도봉구 창동 715-1,"서울특별시 도봉구 도봉로 578, 2층 2호 (창동)",1426,24시 딜라이트 동물의료센터,203439.4475,461539.5527
동물병원,031-522-6675,"경기도 남양주시 다산동 6060 리더스퀘어 303,4호","경기도 남양주시 다산중앙로123번길 22-8, 리더스퀘어 303,304호 (다산동)",12248,스텔라동물의료센터,213261.0276,458003.0849
동물병원,,경상북도 영천시 금호읍 신월리 220-5,"경상북도 영천시 금호읍 금호로 360-22, 2층",38874,원 ANIMAL CNC,371192.0231,272594.4548
동물병원,041-552-7599,충청남도 천안시 동남구 청당동 127-36,"충청남도 천안시 동남구 청당5로 36, 2층 201-202호 (청당동)",31211,청당동물의료센터,213560.506,364338.0884
동물병원,055-943-3998,경상남도 거창군 거창읍 대동리 984-2,"경상남도 거창군 거창읍 소만1길 15-19, 1층",50135,보경동물병원,283208.496,244020.8852
동물병원,,충청북도 청주시 서원구 개신동 307,"충청북도 청주시 서원구 성봉로 174, 2층 (개신동)",28645,메이동물병원,240283.6414,346729.1228
동물병원,070-8660-0904,서울특별시 중랑구 면목동 146-75,"서울특별시 중랑구 동일로 640, 2층, 3층 (면목동)",2140,로얄동물메디컬센터 본원,207017.8153,453914.6398
동물병원,,경상남도 하동군 진교면 진교리 425-5,경상남도 하동군 진교면 강변길 27-1,52344,힘찬동물병원,282292.3859,170655.4061
동물병원,062-224-7582,광주광역시 북구 오치동 1028-27 1층,"광주광역시 북구 서하로 319-1, 1층 (오치동)",61124,더엘동물의료센터,192235.32,187547.25
동물병원,,전라남도 장성군 장성읍 기산리 478-50,전라남도 장성군 장성읍 역전로 142,57220,발편한동물병원,180038.3462,200636.2827
동물병원,,경상북도 봉화군 춘양면 서벽리 1700,경상북도 봉화군 춘양면 춘양로 1472-110,36209,춘양동물병원(출장진료전문),362848.5609,391726.2326
동물병원,,충청남도 홍성군 홍성읍 옥암리 1119,충청남도 홍성군 홍성읍 온천1길 30,32244,한울산업동물병원,168307.7867,343422.0535
동물병원,02-2135-5611,서울특별시 강서구 마곡동 800-5,"서울특별시 강서구 공항대로 228, 2층 201,202,203,211,212호 (마곡동)",7806,율동물의료센터,185148.9003,450719.3803
동물병원,02)6953-7576,서울특별시 양천구 목동 807-1,"서울특별시 양천구 등촌로 10, 1~2층 (목동)",7966,24시 로운동물의료센터,187932.7309,447620.2662
동물병원,,부산광역시 강서구 명지동 3455-6,"부산광역시 강서구 명지국제6로232번길 14-8, 1층 (명지동)",46772,테디펫닥터동물병원,375325.1871,179093.4064
동물병원,,경기도 김포시 운양동 1338-8,"경기도 김포시 모담공원로 131, 1층 (운양동)",10078,한강동물메디컬센터,172832.706,460905.5399
동물병원,,경상남도 거창군 거창읍 김천리 54,"경상남도 거창군 거창읍 거함대로4길 59, 2층",50144,강우동물병원,282677.9443,242928.6304
동물병원,,전라남도 장흥군 장흥읍 건산리 670 수창상가 101호,"전라남도 장흥군 장흥읍 북부로 39, 1층 101호 (수창아트빌아파트)",59320,대성동물병원,191418.8758,131920.9539
동물병원,054-335-0896,경상북도 영천시 금호읍 신월리 220-5,경상북도 영천시 금호읍 금호로 360-22,38874,한국동물병원,371192.0231,272594.4548
동물병원,031-575-8275,경기도 남양주시 진접읍 금곡리 1042 엠타워 201호,"경기도 남양주시 진접읍 해밀예당1로 220, 엠타워 201호",12059,24시 공감365동물의료센터,217778.3586,468642.3266
동물병원,,서울특별시 영등포구 문래동3가 77-45,"서울특별시 영등포구 선유로 52, 1층 우측호 (문래동3가)",7295,김앤정동물병원,190148.3741,446256.2132
동물병원,,경상남도 거창군 거창읍 대동리 905-1,"경상남도 거창군 거창읍 강변로 191, 201호",50137,조은동물병원,282986.2199,243363.8458
동물병원,,전라남도 나주시 빛가람동 114 빛가람 중흥S-CLASS센트럴2차 상가동 243동 124호,"전라남도 나주시 우정로 103, 빛가람 중흥S-CLASS센트럴2차 상가동 243동 124호 (빛가람동)",58217,동산동물병원,180884.8255,169546.3976
동물병원,,경상남도 거창군 거창읍 송정리 1097 거창푸르지오상가 303호,"경상남도 거창군 거창읍 송정2길 33, 3층 303호 (거창푸르지오)",50142,상동물병원,281414.7225,242763.5257
동물병원,,충청남도 계룡시 금암동 72-4 반석빌딩,"충청남도 계룡시 계룡대로 245, 반석빌딩 1층 (금암동)",32827,주동물병원,223241.2983,307571.225
동물병원,312020119,경기도 수원시 영통구 영통동 979-4,"경기도 수원시 영통구 덕영대로 1509, 2(일부)층 (영통동)",16698,권앤정 동물외과병원,204893.0891,416027.5874
동물병원,043-732-7579,충청북도 옥천군 옥천읍 삼양리 200-28 메이플 동물병원,"충청북도 옥천군 옥천읍 삼양로 40, 메이플 동물병원",29033,메이플동물병원,250771.4079,311888.3859
동물병원,,경기도 여주시 하동 436-2,"경기도 여주시 청심로 50, 2층 201호 (하동)",12618,블루축산동물병원,255437.0213,422274.7239
동물병원,,충청남도 금산군 금산읍 상옥리 115,충청남도 금산군 금산읍 비단로 59,32746,제일동물병원,243792.8902,288869.8634
동물병원,,경상남도 거창군 거창읍 김천리 365-10 세종약국,경상남도 거창군 거창읍 수남로 2287,50143,아림동물병원,,
동물병원,,경기도 평택시 팽성읍 안정리 68-6,"경기도 평택시 팽성읍 신흥북로49번길 34, B1층 4호",17977,이삭동물병원(출장진료 전문),204111.4875,384874.8768
동물병원,031-275-8080,경기도 용인시 기흥구 언남동 412-2 (주)시간과공간,"경기도 용인시 기흥구 구성로 88, (주)시간과공간 1층 102~103호 (언남동)",16919,동물병원 감동,210477.0316,421360.4989
동물병원,031-378-7575,경기도 화성시 송동 694 동탄린스트라우스더레이크 214호,"경기도 화성시 동탄대로 181, 판매시설A동 214~216호 (송동, 동탄린스트라우스더레이크)",18497,이루동물병원,209253.3874,407725.1146
동물병원,031-373-0575,경기도 화성시 오산동 973 동탄역 반도유보라 아이비파크 8.0 207동 E025호,"경기도 화성시 동탄광역환승로 73, 207동 1층 E025호 (오산동, 동탄역 반도유보라 아이비파크 8.0)",18479,여울동물병원,207987.2685,411169.46
동물병원,062-226-0075,광주광역시 동구 계림동 250-68,"광주광역시 동구 중앙로290번길 2, 1층 (계림동)",61413,모던동물병원,192716.9285,184264.4313
동물병원,,경기도 여주시 홍문동 391-1,"경기도 여주시 세종로 163, 103호 (홍문동)",12633,카카오 동물병원,256320.5142,420356.703
동물병원,041-572-7577,충청남도 천안시 동남구 신방동 1-7,"충청남도 천안시 동남구 서부대로 285, 1층 106호 (신방동)",31176,내안에 동물병원,211366.1886,365788.0388
동물병원,,경상북도 상주시 화서면 신봉리 156-7,"경상북도 상주시 화서면 화령로 13, 1층 3호",37139,수현동물병원,284962.9897,327428.3556
동물병원,041-355-2008,충청남도 당진시 수청동 1022,"충청남도 당진시 시청2로 6-11, 1층 102호 (수청동)",31774,어썸펫동물병원,168146.5547,376610.177
동물병원,,서울특별시 노원구 중계동 506 브라운스톤중계,"서울특별시 노원구 동일로203가길 29, 263,264,265호 (중계동, 브라운스톤중계)",1779,베리굿동물병원,205601.926,459732.1286
동물병원,032-205-0279,인천광역시 서구 가정동 645-1 301호,"인천광역시 서구 봉오재3로 120, 301,302호 (가정동)",22883,이영수 고양이 병원,171036.847,447258.8879
동물병원,064-805-7585,제주특별자치도 제주시 아라일동 2476,"제주특별자치도 제주시 연북로 556, 1층 (아라일동)",63236,힘찬동물메디컬센터,157085.5284,-1014.548577
동물병원,,경상북도 구미시 선산읍 이문리 647-1,"경상북도 구미시 선산읍 선주로 16-7, 1층",39131,위드동물병원,316171.0833,305112.8354
동물병원,064-753-7575,제주특별자치도 제주시 아라일동 6114-14,"제주특별자치도 제주시 인다6길 45, 1층 101호 (아라일동)",63247,아라i동물병원,157912.2629,-2262.963947
동물병원,032-579-7582,인천광역시 서구 가정동 0 루원시티2차 SK Leaders' VIEW 302동 B121호,"인천광역시 서구 봉오대로 270, 302동 B121호 (가정동, 루원시티2차 SK Leaders' VIEW)",22776,루원 센트럴 동물의료센터,,
동물병원,032-565-8270,인천광역시 서구 청라동 157-21 청라한신더휴커낼웨이 212호,"인천광역시 서구 청라커낼로260번길 27, 청라한신더휴커낼웨이 2층 212,213호 (청라동)",22762,W 인천심장동물병원,168769.9608,447843.9148
동물병원,,서울특별시 송파구 방이동 108-7,"서울특별시 송파구 오금로 147, 1층 (방이동)",5550,샤인아이안과동물병원,209787.9477,445412.463
동물병원,3180677570,경기도 수원시 권선구 곡반정동 532-5,"경기도 수원시 권선구 곡반정로 155-1, 2층 (곡반정동)",16670,하늘동물병원,202855.4085,415540.426
동물병원,,경기도 포천시 가산면 방축리 43-3,경기도 포천시 가산면 가산로 230,11168,한림동물병원,215579.9588,481989.7711
동물병원,02)2062-7982,서울특별시 양천구 목동 917-6 중소기업유통센터(행복한백화점),"서울특별시 양천구 목동동로 309, 중소기업유통센터(행복한백화점) 지하2층 (목동)",7997,펫사랑동물병원,188977.1711,447466.355
동물병원,032-831-7580,인천광역시 연수구 송도동 92 더샵송도센트럴파크Ⅲ,"인천광역시 연수구 인천타워대로180번길 11, B동 213-215호 (송도동, 더샵송도센트럴파크Ⅲ)",22004,24시 송도 온 동물의료센터,167928.2643,431957.7997
동물병원,02-3158-0275,경기도 고양시 덕양구 덕은동 0 위프라임트윈타워,"경기도 고양시 덕양구 으뜸로 130, 위프라임트윈타워 214,215호 (덕은동)",10544,덕은하이동물병원,,
동물병원,031-982-7587,경기도 김포시 장기동 1857,"경기도 김포시 김포한강1로 77-5, 2층 (장기동)",10080,에프엠(FM)동물메디컬센터 김포점,170690.6798,460386.3309
동물병원,,대구광역시 군위군 군위읍 서부리 445-4,"대구광역시 군위군 군위읍 중앙5길 16, 102호",43115,아틀라스동물의료센터,340711.7704,305403.5459
동물병원,522337222,울산광역시 동구 서부동 1049 지하층 1동 202호,"울산광역시 동구 서부로 50, 1동 지하층 202호 (서부동)",44024,다정동물병원,,
동물병원,031-8067-7559,경기도 수원시 장안구 이목동 338-6,"경기도 수원시 장안구 이목로 17, 105(일부),106호 (이목동)",16342,마음 동물병원,198459.6595,423178.3121
동물병원,02-2611-1925,서울특별시 구로구 고척동 265-7,"서울특별시 구로구 고척로 156, 2,3층 (고척동)",8234,메리트원 동물의료센터,186772.5469,444563.5422
동물병원,031-265-7579,경기도 용인시 수지구 풍덕천동 660,"경기도 용인시 수지구 수풍로 112, 1층 (풍덕천동)",16828,늘봄동물병원,208241.8564,425741.5364
동물병원,312727582,경기도 용인시 수지구 죽전동 1188-3 한솔프라자,"경기도 용인시 수지구 현암로 157, 한솔프라자 1층 2호 (죽전동)",16876,우리집앞동물병원,211180.6136,425550.732
동물병원,055-266-7975,경상남도 창원시 성산구 반림동 15 노블파크아파트,"경상남도 창원시 성산구 원이대로473번길 9, 노블파크아파트 2층 217호 (반림동)",51427,더봄동물병원,351896.0174,194111.813
동물병원,033-813-0004,강원특별자치도 원주시 단구동 626-9,"강원특별자치도 원주시 치악로 1639, 1,2층 (단구동)",26450,바른 정 동물병원,284953.3889,425669.407
동물병원,,세종특별자치시 종촌동 658 메디케어빌딩,"세종특별자치시 도움3로 105-7, 메디케어빌딩 1층 107,108호 (종촌동)",30064,드림동물의료센터,222293.5019,333750.7029
동물병원,,경기도 광주시 경안동 447 경기광주역 금호리첸시아,"경기도 광주시 경안로41번길 6, D동 209호 (경안동, 경기광주역 금호리첸시아)",12760,우리동물메디컬센터,222618.1889,434045.2666
동물병원,031-715-7560,충청북도 청주시 흥덕구 오송읍 봉산리 1003,"충청북도 청주시 흥덕구 오송읍 오송생명8로 175, 오송 다니엘플라자 2층 204-2, 205호",28222,오송 봄봄 동물병원,228384.5704,346465.1703
동물병원,054-510-8100,경상북도 구미시 송정동 33-8,경상북도 구미시 송정대로 35 (송정동),39285,라온 동물 메디컬센터,320776.4775,291666.0494
동물병원,,경기도 광주시 태전동 39-13,"경기도 광주시 태봉로 181-2, B1층 (태전동)",12789,샤베트동물의료센터,,
동물병원,033-643-0750,강원특별자치도 강릉시 포남동 1133-3,"강원특별자치도 강릉시 경강로2223번길 2, 1층 (포남동)",25549,바른동물병원,367916.9437,475102.6148
동물병원,053-763-7599,대구광역시 수성구 황금동 92 골든게이트 1층,"대구광역시 수성구 청호로 297, 골든게이트 1층 (황금동)",42111,황금누리동물병원,347961.846,261675.4038
동물병원,02-6956-3383,"서울특별시 서대문구 남가좌동 390 래미안 루센티아 상가동 19,20호","서울특별시 서대문구 거북골로 100, 상가동 19,20호 (남가좌동, 래미안 루센티아)",3689,바른동물메디컬센터,192641.1459,452652.0599
동물병원,,충청남도 홍성군 홍북읍 상하리 105-5,충청남도 홍성군 홍북읍 용봉산3길 20-13,32251,홍예동물병원,169626.1817,348994.8089
동물병원,,대전광역시 서구 탄방동 81-7 에이스침대 대전사옥,"대전광역시 서구 계룡로 639, 에이스침대 대전사옥 1층 6호 (탄방동)",35264,동물병원 비헤이브,235256.4686,315429.2334
동물병원,031-522-5778,경기도 남양주시 별내동 1006-3,"경기도 남양주시 별내중앙로 24, 201호 (별내동)",12113,본바른 동물의료센터,211072.0986,460349.6078
동물병원,,전라남도 담양군 담양읍 천변리 8,"전라남도 담양군 담양읍 천변3길 3, 1층",57343,담양동물병원(출장진료전문동물병원),198226.9949,202244.5581
